#       time         integral Re         integral Im         integral Re         integral Im
#       r =            50.000000           50.000000          100.000000          100.000000
 566.0000000   -8.2669579550e-07    5.6752420570e-24   -9.3695552282e-07    6.6315489761e-22
 567.0000000   -9.3050489235e-07    6.9001726489e-23   -7.7285803548e-07    7.6068627730e-22
 568.0000000   -9.8767080594e-07    9.6562027406e-23   -5.0806499087e-07    9.2892705907e-22
 569.0000000   -1.0002660068e-06    9.4265470295e-23   -1.7446536768e-07    8.7576778002e-22
 570.0000000   -9.7176697053e-07    1.0889541959e-22    1.8700816966e-07    7.6790148944e-22
 571.0000000   -9.0588043650e-07    1.4432504348e-22    5.3163981799e-07    7.2831314231e-22
 572.0000000   -8.0675487772e-07    8.2409888010e-23    8.1666754627e-07    4.7194046679e-22
 573.0000000   -6.8012334490e-07    5.1414444949e-23    1.0066599875e-06    2.4287282943e-22
 574.0000000   -5.3453305943e-07    4.9140506058e-23    1.0776636146e-06    1.6854451216e-22
 575.0000000   -3.8192720299e-07   -6.8444348927e-24    1.0195935379e-06    1.6037255689e-22
 576.0000000   -2.3722474014e-07   -5.4846406405e-23    8.3684452874e-07   -2.4757661137e-23
 577.0000000   -1.1691656241e-07   -1.2337996603e-22    5.4741501732e-07   -3.8822558827e-23
 578.0000000   -3.6934555113e-08   -7.9944502043e-23    1.8081820194e-07    2.8655668994e-23
 579.0000000   -1.0187345301e-08   -5.6854934622e-23   -2.2511858368e-07   -5.6152962013e-23
 580.0000000   -4.4253744931e-08   -1.9777613796e-23   -6.2848382320e-07    5.8959236864e-23
 581.0000000   -1.3976154758e-07   -6.9907263077e-23   -9.8819933635e-07    1.8398306281e-22
 582.0000000   -2.8986915133e-07    1.0720430375e-24   -1.2689285410e-06    7.0769178813e-23
 583.0000000   -4.8097225282e-07   -1.5807169575e-23   -1.4451310332e-06    1.4119262198e-22
 584.0000000   -6.9437454308e-07    1.1141795695e-23   -1.5036123620e-06    2.8425932503e-22
 585.0000000   -9.0838929036e-07    5.6765673433e-24   -1.4443085313e-06    4.3386107805e-22
 586.0000000   -1.1003421983e-06   -5.4119543656e-23   -1.2793777920e-06    5.5106707785e-22
 587.0000000   -1.2482219582e-06   -5.0395009468e-23   -1.0308334928e-06    6.8529732707e-22
 588.0000000   -1.3320857433e-06   -5.9368788203e-23   -7.2704253033e-07    8.4184166190e-22
 589.0000000   -1.3355202244e-06   -8.1715185542e-23   -3.9858582452e-07    5.5550994247e-22
 590.0000000   -1.2473428180e-06   -5.7342841937e-23   -7.4214176028e-08    5.7385978113e-22
 591.0000000   -1.0633761783e-06    3.3611397330e-23    2.2227770163e-07   -7.9952176082e-23
 592.0000000   -7.8778674825e-07    1.8135975320e-23    4.7369703902e-07   -1.5174563714e-22
 593.0000000   -4.3339811750e-07    3.3313002804e-23    6.6962228335e-07   -4.7808454466e-22
 594.0000000   -2.0659989252e-08    5.4576956764e-23    8.0564775922e-07   -8.6888214765e-22
 595.0000000    4.2456498987e-07    5.5067287459e-23    8.8242578924e-07   -1.1199702377e-21
 596.0000000    8.7381719798e-07    1.1518853537e-22    9.0492015236e-07   -1.3408161521e-21
 597.0000000    1.2987591512e-06    2.9001000744e-23    8.8175991794e-07   -1.5754397936e-21
 598.0000000    1.6733169041e-06    7.6082037103e-24    8.2426662992e-07   -1.5733181238e-21
 599.0000000    1.9751557586e-06   -8.3708416168e-23    7.4487497752e-07   -1.3902826029e-21
 600.0000000    2.1867152764e-06   -8.8749350949e-23    6.5515792382e-07   -1.5608284236e-21
 601.0000000    2.2960871418e-06   -1.1545066438e-22    5.6410270862e-07   -1.2132235426e-21
 602.0000000    2.2978321905e-06   -1.6943995133e-22    4.7729457243e-07   -1.3571513536e-21
 603.0000000    2.1935671123e-06   -2.6061677243e-22    3.9719799769e-07   -1.0292582513e-21
 604.0000000    1.9920080319e-06   -3.7225694834e-22    3.2409264601e-07   -1.1644505826e-21
 605.0000000    1.7082383235e-06   -4.7900775173e-22    2.5687700099e-07   -1.0066141820e-21
 606.0000000    1.3622187591e-06   -4.3438998088e-22    1.9316574041e-07   -7.0398240007e-22
 607.0000000    9.7682388685e-07   -5.3266271312e-22    1.2876018886e-07   -8.5420453854e-22
 608.0000000    5.7582028254e-07   -4.5237409101e-22    5.7227954439e-08   -4.2635182905e-22
 609.0000000    1.8214584217e-07   -4.8063838402e-22   -2.9483199115e-08   -3.9629908108e-22
 610.0000000   -1.8333985515e-07   -2.8509943034e-22   -1.3894084985e-07   -2.7597055524e-22
 611.0000000   -5.0267333849e-07   -4.6862568589e-22   -2.7507292897e-07    1.3055559629e-22
 612.0000000   -7.6134506060e-07   -2.7848844779e-22   -4.3520499424e-07    1.1948559325e-22
 613.0000000   -9.4878676437e-07   -1.3424600120e-22   -6.0874060334e-07    1.8357916602e-22
 614.0000000   -1.0588979805e-06   -6.0335919051e-23   -7.7837393414e-07    1.0468358393e-22
 615.0000000   -1.0905903081e-06    9.1811494413e-23   -9.2365207087e-07    3.4544807214e-22
 616.0000000   -1.0481981259e-06    3.6608851044e-22   -1.0256719697e-06    4.9052456559e-22
 617.0000000   -9.4152464924e-07    4.4243025318e-22   -1.0712334827e-06    5.0655118996e-22
 618.0000000   -7.8530341326e-07    5.5587627685e-22   -1.0550931933e-06    7.8268249612e-22
 619.0000000   -5.9797302907e-07    6.9433694098e-22   -9.7987380698e-07    1.0176583356e-21
 620.0000000   -3.9985786015e-07    8.6170611350e-22   -8.5418836528e-07    1.2629117327e-21
 621.0000000   -2.1104130287e-07    9.4168252339e-22   -6.9013590288e-07    1.6934850909e-21
 622.0000000   -4.9319510483e-08    1.1197299191e-21   -5.0127548125e-07    1.7592079833e-21
 623.0000000    7.1420165494e-08    1.0497152194e-21   -3.0161872931e-07    2.1401505048e-21
 624.0000000    1.4221340316e-07    1.2872667087e-21   -1.0548583595e-07    2.2435739308e-21
 625.0000000    1.5943056082e-07    1.1243315151e-21    7.2359817713e-08    2.0972162767e-21
 626.0000000    1.2470720833e-07    1.2251990822e-21    2.1687997536e-07    2.4714444181e-21
 627.0000000    4.4525003039e-08    9.2345991221e-22    3.1350047032e-07    2.3054137595e-21
 628.0000000   -7.0479873985e-08    6.1050271097e-22    3.4934098038e-07    2.1099729527e-21
 629.0000000   -2.0644419931e-07    8.7222758053e-22    3.1468561679e-07    2.0673408394e-21
 630.0000000   -3.4738721808e-07    4.3706983604e-22    2.0446157932e-07    1.8782395966e-21
 631.0000000   -4.7639763392e-07    3.2558200495e-22    1.9552656299e-08    1.2330161006e-21
 632.0000000   -5.7677631725e-07    6.0529102882e-22   -2.3225163313e-07    1.1980224833e-21
 633.0000000   -6.3307167377e-07    2.6666073438e-22   -5.3595708804e-07    5.1333342475e-22
 634.0000000   -6.3205075844e-07   -2.3147647778e-22   -8.6999885053e-07    9.2124817342e-23
 635.0000000   -5.6371978625e-07    1.1464206302e-22   -1.2078851958e-06   -3.0865014692e-22
 636.0000000   -4.2247227179e-07   -3.5352439223e-22   -1.5205864366e-06   -6.7548505862e-22
 637.0000000   -2.0830721219e-07   -3.9439793892e-22   -1.7791515899e-06   -1.0111394416e-21
 638.0000000    7.2092926780e-08   -2.8911275073e-22   -1.9570680809e-06   -1.4810685024e-21
 639.0000000    4.0470373225e-07   -4.2649970576e-22   -2.0321808303e-06   -1.5355977993e-21
 640.0000000    7.6814414288e-07   -6.8519615093e-22   -1.9883144121e-06   -2.2151089011e-21
 641.0000000    1.1343970864e-06   -5.7422571162e-22   -1.8168196175e-06   -1.9379161541e-21
 642.0000000    1.4702361992e-06   -1.0282775899e-21   -1.5180200412e-06   -2.5470280465e-21
 643.0000000    1.7392764277e-06   -1.0082952004e-21   -1.1021713749e-06   -2.1249122870e-21
 644.0000000    1.9045607010e-06   -9.7468937243e-22   -5.8939127802e-07   -2.3425286427e-21
 645.0000000    1.9315676643e-06   -1.5123220355e-21   -8.2486987616e-09   -2.5247280973e-21
 646.0000000    1.7914327809e-06   -1.3777565519e-21    6.0680529818e-07   -2.0268946155e-21
 647.0000000    1.4640509596e-06   -1.7430008171e-21    1.2185601568e-06   -1.9068645694e-21
 648.0000000    9.4066593914e-07   -2.2881120330e-21    1.7900442885e-06   -1.6619116716e-21
 649.0000000    2.2562391279e-07   -2.1851605604e-21    2.2870127243e-06   -1.4369358368e-21
 650.0000000   -6.6284010656e-07   -1.5480406475e-21    2.6799402003e-06   -9.8763062927e-22
 651.0000000   -1.6927124228e-06   -1.5927625228e-21    2.9457437272e-06   -7.4222657870e-22
 652.0000000   -2.8190448813e-06   -4.1137048955e-22    3.0693485797e-06   -5.1007720888e-22
 653.0000000   -3.9854319907e-06   -1.5505718687e-21    3.0449222380e-06   -3.2242757107e-22
 654.0000000   -5.1261612158e-06   -3.9108517750e-23    2.8764010685e-06   -4.8349676156e-22
 655.0000000   -6.1691642277e-06   -1.0989829530e-21    2.5770033362e-06    4.4647154342e-22
 656.0000000   -7.0398362507e-06   -5.8802363354e-22    2.1677211164e-06    2.8277136928e-22
 657.0000000   -7.6655959010e-06   -3.4256263352e-22    1.6751106114e-06    4.0975005566e-22
 658.0000000   -7.9808379555e-06   -9.8592254977e-22    1.1288596075e-06    7.1000894398e-22
 659.0000000   -7.9318070986e-06   -7.4679343964e-22    5.5954937694e-07    1.2109467764e-21
 660.0000000   -7.4809416233e-06   -2.5370958207e-22   -3.1596575678e-09    1.3616664653e-21
 661.0000000   -6.6103575659e-06    5.2462920609e-22   -5.3187158446e-07    1.9589865406e-21
 662.0000000   -5.3242737330e-06   -2.3868684316e-23   -1.0023931376e-06    2.4503286942e-21
 663.0000000   -3.6502505599e-06    4.2699402493e-22   -1.3943919208e-06    1.5435147821e-21
 664.0000000   -1.6391316819e-06    6.6388998976e-22   -1.6919422423e-06    1.6641975254e-21
 665.0000000    6.3641096581e-07    3.8531753143e-22   -1.8841319905e-06    1.3563769825e-21
 666.0000000    3.0847665581e-06    8.0858682023e-22   -1.9658183519e-06    1.2778561156e-21
 667.0000000    5.5996256797e-06    1.1818294534e-21   -1.9384278931e-06    2.0513216872e-21
 668.0000000    8.0653393202e-06    9.0713601981e-22   -1.8104821776e-06    1.6049339523e-21
 669.0000000    1.0363038650e-05    1.9964133331e-21   -1.5974432407e-06    2.1761215523e-21
 670.0000000    1.2377086715e-05    1.8631653608e-21   -1.3206150239e-06    1.7077499175e-21
 671.0000000    1.4001419860e-05    1.1955740610e-21   -1.0051626365e-06    1.0779730501e-21
 672.0000000    1.5145366970e-05    1.0130878396e-21   -6.7764039771e-07    6.4864530956e-22
 673.0000000    1.5738596462e-05   -5.3094817127e-22   -3.6355733510e-07    1.3762379000e-21
 674.0000000    1.5734929969e-05    1.5084413952e-21   -8.5385779657e-08    2.8964569254e-22
 675.0000000    1.5114871083e-05    2.4053022808e-21    1.3886173631e-07    1.3730875051e-22
 676.0000000    1.3886806517e-05    1.5732102834e-21    2.9660483805e-07   -1.2844984002e-21
 677.0000000    1.2086914103e-05    1.5749648110e-21    3.8139488212e-07   -1.1148827538e-21
 678.0000000    9.7778352878e-06    5.4986265764e-22    3.9339762929e-07   -1.6612500886e-21
 679.0000000    7.0461489254e-06    1.1267557036e-21    3.3953490804e-07   -1.0160486050e-21
 680.0000000    3.9986606358e-06    1.3431797561e-21    2.3307050837e-07   -2.8556585035e-21
 681.0000000    7.5754933508e-07    1.2201366400e-21    9.2491058586e-08   -2.5908750814e-21
 682.0000000   -2.5454856848e-06    4.4669924023e-22   -6.0287936512e-08   -3.1351631556e-21
 683.0000000   -5.7757804591e-06    5.0577005358e-22   -2.0217265616e-07   -2.5572353261e-21
 684.0000000   -8.8025227690e-06   -3.7588936882e-22   -3.1127531201e-07   -3.3790845011e-21
 685.0000000   -1.1505311076e-05   -8.0916681601e-24   -3.6911943727e-07   -2.7694006908e-21
 686.0000000   -1.3779959645e-05   -7.9393748389e-22   -3.6244681330e-07   -3.1377480950e-21
 687.0000000   -1.5543158547e-05   -1.2576594589e-21   -2.8452384157e-07   -3.1583306751e-21
 688.0000000   -1.6735744163e-05   -1.0882659557e-21   -1.3593212342e-07   -1.6071860808e-21
 689.0000000   -1.7324483783e-05   -1.4939156513e-21    7.5139533686e-08   -2.0910027286e-21
 690.0000000   -1.7302405010e-05   -1.8648334546e-21    3.3309735666e-07   -7.5419000143e-22
 691.0000000   -1.6687801826e-05   -2.0270682912e-21    6.1566033384e-07   -5.4809358973e-22
 692.0000000   -1.5522124555e-05   -2.2540352614e-21    8.9511622441e-07    9.2101391329e-22
 693.0000000   -1.3867005853e-05   -1.5982920717e-21    1.1400969356e-06    1.6631080138e-21
 694.0000000   -1.1800682307e-05   -2.0667461014e-21    1.3177793019e-06    2.7441199834e-21
 695.0000000   -9.4140410905e-06   -1.4887962595e-21    1.3963426136e-06    3.5408887837e-21
 696.0000000   -6.8064668007e-06   -1.3319926230e-21    1.3474767013e-06    4.0754025558e-21
 697.0000000   -4.0816093785e-06   -1.6185307337e-21    1.1487512868e-06    5.3369951616e-21
 698.0000000   -1.3431641222e-06   -9.8901155237e-22    7.8571621642e-07    5.2794414855e-21
 699.0000000    1.3092382716e-06   -1.0045405759e-21    2.5366822513e-07    5.8617507874e-21
 700.0000000    3.7838964854e-06   -6.1603064430e-22   -4.4094626473e-07    5.2702003271e-21
 701.0000000    6.0004783452e-06   -1.2550446312e-22   -1.2795431682e-06    5.7882124922e-21
 702.0000000    7.8928336187e-06   -6.9438742808e-23   -2.2309455352e-06    5.7826968777e-21
 703.0000000    9.4110010019e-06    1.5692460364e-22   -3.2516532132e-06    3.1405208464e-21
 704.0000000    1.0522302954e-05    4.3487915038e-22   -4.2870551599e-06    2.5423137633e-21
 705.0000000    1.1211525391e-05    8.0575166676e-22   -5.2737359239e-06    1.4455304322e-21
 706.0000000    1.1480280343e-05    9.9653433191e-22   -6.1428682297e-06    5.9880121531e-23
 707.0000000    1.1345716646e-05    1.1318258199e-21   -6.8244805831e-06   -1.2121491772e-21
 708.0000000    1.0838761114e-05    1.1264237005e-21   -7.2522207566e-06   -3.2142752264e-21
 709.0000000    1.0002046842e-05    1.1385153604e-21   -7.3681648142e-06   -2.8620772312e-21
 710.0000000    8.8876381715e-06    1.2799771796e-21   -7.1272563128e-06   -4.1499909826e-21
 711.0000000    7.5546172974e-06    1.2296306377e-21   -6.5010581098e-06   -5.4364959420e-21
 712.0000000    6.0665710048e-06    1.0524760559e-21   -5.4805997127e-06   -7.0040807510e-21
 713.0000000    4.4890116896e-06    9.3783813283e-22   -4.0781725212e-06   -7.1661823016e-21
 714.0000000    2.8867808856e-06    8.3129921116e-22   -2.3279705870e-06   -7.2768370956e-21
 715.0000000    1.3215091768e-06    6.4043499672e-22   -2.8552177459e-07   -6.9099340263e-21
 716.0000000   -1.5076476666e-07    5.5447576475e-22    1.9740836309e-06   -7.5589036650e-21
 717.0000000   -1.4816912773e-06    3.0625433217e-22    4.3590962032e-06   -6.7852623984e-21
 718.0000000   -2.6322930046e-06    2.2445311661e-22    6.7650280901e-06   -6.1294083390e-21
 719.0000000   -3.5741229806e-06   -7.4430099258e-23    9.0794540531e-06   -4.7349563097e-21
 720.0000000   -4.2898266159e-06   -2.1742228336e-22    1.1187529841e-05   -2.4732958809e-21
 721.0000000   -4.7730902203e-06   -3.9489069300e-22    1.2978007471e-05   -1.8033183589e-21
 722.0000000   -5.0280118830e-06   -3.6686954585e-22    1.4349436614e-05   -2.0143140385e-23
 723.0000000   -5.0679733554e-06   -6.5474334320e-22    1.5216151517e-05    6.7757078161e-22
 724.0000000   -4.9141207784e-06   -6.8355920775e-22    1.5513600556e-05    2.5024669222e-21
 725.0000000   -4.5935799792e-06   -6.9115725094e-22    1.5202606417e-05    4.4780262566e-21
 726.0000000   -4.1375416089e-06   -7.2185518615e-22    1.4272238857e-05    4.4229411977e-21
 727.0000000   -3.5793527536e-06   -7.4611317648e-22    1.2741104315e-05    5.5193303255e-21
 728.0000000   -2.9527413044e-06   -7.0970359801e-22    1.0656976135e-05    6.1532059375e-21
 729.0000000   -2.2902743349e-06   -6.7629790089e-22    8.0947939478e-06    7.1949175383e-21
 730.0000000   -1.6221133959e-06   -5.7182393940e-22    5.1531550449e-06    7.2502970380e-21
 731.0000000   -9.7508576107e-07   -3.7227348286e-22    1.9495083698e-06    7.0993551554e-21
 732.0000000   -3.7205228815e-07   -2.9131338236e-22   -1.3856619805e-06    5.9412021314e-21
 733.0000000    1.6847053107e-07   -3.0473850754e-22   -4.7153228024e-06    6.6154706529e-21
 734.0000000    6.3248155319e-07   -1.5965999461e-22   -7.9026798367e-06    5.7926585880e-21
 735.0000000    1.0104970505e-06    1.2629448522e-23   -1.0817896262e-05    4.3014878193e-21
 736.0000000    1.2974080247e-06    1.9427273726e-22   -1.3344379340e-05    2.6144820406e-21
 737.0000000    1.4922071804e-06    2.3702238452e-22   -1.5384290645e-05    1.6248638352e-21
 738.0000000    1.5975984484e-06    2.7721576903e-22   -1.6862965251e-05    4.8279559674e-22
 739.0000000    1.6195071113e-06    4.2370670901e-22   -1.7731976230e-05   -2.0670791143e-22
 740.0000000    1.5665155495e-06    3.9812913741e-22   -1.7970659943e-05   -7.1497081596e-22
 741.0000000    1.4492542207e-06    4.4300282736e-22   -1.7586026512e-05   -2.2730093225e-21
 742.0000000    1.2797782333e-06    4.0103396307e-22   -1.6611112969e-05   -3.4513561759e-21
 743.0000000    1.0709578793e-06    2.7659619136e-22   -1.5101980317e-05   -3.3833270329e-21
 744.0000000    8.3590811980e-07    3.0220607471e-22   -1.3133686301e-05   -3.8044863649e-21
 745.0000000    5.8747670208e-07    2.7978657205e-22   -1.0795652127e-05   -3.8486726730e-21
 746.0000000    3.3780183599e-07    2.9214015907e-22   -8.1868553009e-06   -4.1243467680e-21
 747.0000000    9.7938019222e-08    1.6495225416e-22   -5.4112126449e-06   -4.2047997761e-21
 748.0000000   -1.2246368641e-07    2.3465999223e-22   -2.5733866429e-06   -3.6365186173e-21
 749.0000000   -3.1543940712e-07    8.7290172844e-24    2.2490089946e-07   -3.3894458672e-21
 750.0000000   -4.7496943782e-07    1.2361261058e-22    2.8880810767e-06   -2.8738370899e-21
 751.0000000   -5.9719387317e-07    1.8746061411e-22    5.3295617934e-06   -2.3980733362e-21
 752.0000000   -6.8054375348e-07    2.0396868345e-22    7.4742344191e-06   -1.4641258401e-21
 753.0000000   -7.2572773588e-07    8.7764347668e-23    9.2606753527e-06   -1.5792994313e-21
 754.0000000   -7.3552403585e-07    8.9503527218e-24    1.0642983726e-05   -5.0047496675e-22
 755.0000000   -7.1436699907e-07    1.6176631634e-22    1.1592140199e-05    3.0234097624e-23
 756.0000000   -6.6777394922e-07    2.0124157237e-24    1.2096745422e-05    1.9885454238e-22
 757.0000000   -6.0170699036e-07    3.7173599722e-22    1.2163007183e-05    6.9425979670e-22
 758.0000000   -5.2198391126e-07    6.3562347531e-22    1.1813894812e-05    9.5893739788e-22
 759.0000000   -4.3383409841e-07    6.3432272572e-22    1.1087462898e-05    9.6191320840e-22
 760.0000000   -3.4164965764e-07    6.1325506560e-22    1.0034447068e-05    1.8938542462e-21
 761.0000000   -2.4893002664e-07    7.1918184383e-22    8.7153238375e-06    1.8067942946e-21
 762.0000000   -1.5837934654e-07    9.7299866050e-22    7.1970754458e-06    1.6501736233e-21
 763.0000000   -7.2097617690e-08    6.2568539301e-22    5.5498958023e-06    1.1833367962e-21
 764.0000000    8.1954332108e-09    9.2228376478e-22    3.8440270847e-06    1.2819748531e-21
 765.0000000    8.0959045658e-08    6.4527600259e-22    2.1468586519e-06    9.3093038712e-22
 766.0000000    1.4469835954e-07    7.4127903685e-22    5.2037910046e-07    1.1050535216e-21
 767.0000000    1.9792948782e-07    6.6590543471e-22   -9.8094403115e-07    1.0339111422e-21
 768.0000000    2.3924696199e-07    6.6107482918e-22   -2.3117908582e-06    8.7821701011e-22
 769.0000000    2.6746517265e-07    3.1744429256e-22   -3.4370804009e-06    7.2465060627e-22
 770.0000000    2.8177685051e-07    1.7430488808e-22   -4.3325332575e-06    5.5827582764e-22
 771.0000000    2.8186149178e-07    1.1680694978e-24   -4.9847668754e-06    2.1718257062e-22
 772.0000000    2.6789263433e-07   -2.8684628393e-22   -5.3910129637e-06    1.8272855940e-22
 773.0000000    2.4043102541e-07   -6.8637694318e-22   -5.5585289066e-06    7.0352357332e-23
 774.0000000    2.0023584210e-07   -5.7523303020e-22   -5.5037223463e-06   -6.3666249979e-24
 775.0000000    1.4806081802e-07   -1.4133850950e-21   -5.2509584232e-06    1.6942460325e-23
 776.0000000    8.4514011627e-08   -1.0428243364e-21   -4.8310123385e-06   -3.0873557109e-22
 777.0000000    1.0046425758e-08   -1.0225874920e-21   -4.2791799901e-06   -3.7761320029e-22
 778.0000000   -7.4898948556e-08   -2.4864273732e-21   -3.6331446811e-06   -5.7196550522e-22
 779.0000000   -1.6959033266e-07   -2.8130037720e-21   -2.9307755380e-06   -7.1523011770e-22
 780.0000000   -2.7261965797e-07   -2.5469553451e-21   -2.2080666377e-06   -7.3420034182e-22
 781.0000000   -3.8151551169e-07   -2.4732668004e-21   -1.4974041988e-06   -6.1489730992e-22
 782.0000000   -4.9246217598e-07   -2.5816290762e-21   -8.2628864275e-07   -5.1910430199e-22
 783.0000000   -6.0021909129e-07   -2.5302566365e-21   -2.1656629918e-07   -7.2610948146e-23
 784.0000000   -6.9829802505e-07   -1.9377061278e-21    3.1583684618e-07   -5.8390873311e-22
 785.0000000   -7.7940057725e-07   -1.4647874230e-21    7.6073268373e-07   -5.8528844452e-22
 786.0000000   -8.3606110072e-07   -1.1068734806e-21    1.1131259353e-06   -4.2884952676e-22
 787.0000000   -8.6139570249e-07   -1.0238690565e-21    1.3724176746e-06   -3.8140457940e-22
 788.0000000   -8.4983813109e-07   -7.7783755226e-22    1.5414856372e-06   -3.2157454107e-22
 789.0000000   -7.9775092368e-07   -5.0441982663e-22    1.6257739179e-06   -4.4129762562e-24
 790.0000000   -7.0382994999e-07   -1.0982842116e-22    1.6325093407e-06   -4.1665467117e-22
 791.0000000   -5.6926231998e-07    5.0730486136e-22    1.5701244478e-06    2.2521012016e-22
 792.0000000   -3.9764090382e-07    7.3094412595e-22    1.4479115204e-06   -1.6358223627e-23
 793.0000000   -1.9467495370e-07    1.1053281715e-21    1.2758707084e-06    7.1686589967e-22
 794.0000000    3.2239822119e-08    2.2127566062e-21    1.0646652678e-06    7.1991370480e-23
 795.0000000    2.7451946680e-07    1.9286669178e-21    8.2557435998e-07    8.4147694310e-22
 796.0000000    5.2289196984e-07    2.1996315763e-21    5.7034604950e-07    8.4131215321e-22
 797.0000000    7.6785123141e-07    2.2822720894e-21    3.1089443248e-07    9.5445979814e-22
 798.0000000    1.0000412377e-06    2.9716964338e-21    5.8838727657e-08    1.1239138858e-21
 799.0000000    1.2105708846e-06    1.6466451810e-21   -1.7506993387e-07    8.7185967474e-22
 800.0000000    1.3912764295e-06    3.1149731632e-21   -3.8155813381e-07    1.4055058765e-21
 801.0000000    1.5349535945e-06    2.0093008717e-21   -5.5338933157e-07    1.0607557380e-21
 802.0000000    1.6355752207e-06    1.9384052732e-21   -6.8578894959e-07    1.2967380883e-21
 803.0000000    1.6884972543e-06    1.4511912475e-21   -7.7666525153e-07    7.7561107124e-22
 804.0000000    1.6906417952e-06    1.3825703452e-21   -8.2657979484e-07    1.2764333892e-21
 805.0000000    1.6406363304e-06    1.1533959277e-21   -8.3845712141e-07    6.6693052474e-22
 806.0000000    1.5388863568e-06    1.1298725751e-21   -8.1706822007e-07    1.1145192467e-21
 807.0000000    1.3875645325e-06    3.8362035715e-22   -7.6836546873e-07    1.5168989938e-21
 808.0000000    1.1905115930e-06   -8.1150133942e-23   -6.9877422612e-07    1.1231351728e-21
 809.0000000    9.5305923603e-07   -5.8768274465e-22   -6.1454833295e-07    1.1550720993e-22
 810.0000000    6.8179894832e-07    9.7295503964e-23   -5.2127463928e-07    1.0037486605e-21
 811.0000000    3.8432879100e-07   -8.9015943021e-22   -4.2357529326e-07   -1.0288535467e-21
 812.0000000    6.9008837407e-08   -6.1494739312e-22   -3.2501870065e-07   -1.1769439179e-21
 813.0000000   -2.5525591734e-07   -1.6170896299e-21   -2.2821842515e-07   -7.2042584592e-22
 814.0000000   -5.7920576791e-07   -2.1729469236e-21   -1.3507516181e-07   -9.1185676541e-22
 815.0000000   -8.9341032171e-07   -2.4246053159e-21   -4.7098165850e-08   -6.5844222994e-22
 816.0000000   -1.1884790051e-06   -1.5554097443e-21    3.4270117180e-08   -1.1256958785e-21
 817.0000000   -1.4553283930e-06   -1.6403241963e-21    1.0740449191e-07   -1.3133430929e-21
 818.0000000   -1.6855191077e-06   -1.5628333672e-21    1.7038578915e-07   -1.6984602915e-21
 819.0000000   -1.8716480256e-06   -1.3793007503e-21    2.2105783438e-07   -1.3685121623e-21
 820.0000000   -2.0077551274e-06   -1.4915613369e-21    2.5723718775e-07   -1.7741667046e-21
 821.0000000   -2.0896879860e-06   -1.6158448200e-21    2.7701651218e-07   -1.5599624689e-21
 822.0000000   -2.1153663914e-06   -1.2317975440e-21    2.7907530751e-07   -1.8200655351e-21
 823.0000000   -2.0849042374e-06   -1.0467679846e-21    2.6291085315e-07   -1.8204662007e-21
 824.0000000   -2.0005702588e-06   -7.1702826618e-22    2.2892798361e-07   -1.8785635218e-21
 825.0000000   -1.8665960639e-06   -5.7997073947e-22    1.7837013307e-07   -1.5993654274e-21
 826.0000000   -1.6888623660e-06   -3.3510831449e-22    1.1312188679e-07   -2.0939592531e-21
 827.0000000   -1.4745079219e-06   -2.2512237359e-22    3.5450735935e-08   -1.3152947221e-21
 828.0000000   -1.2315087383e-06    3.1412102982e-22   -5.2227702781e-08   -9.8064200323e-22
 829.0000000   -9.6826851513e-07    3.5995200564e-22   -1.4748520959e-07   -9.2732116546e-22
 830.0000000   -6.9324837923e-07    5.7264647520e-22   -2.4787246879e-07   -1.5025929697e-21
 831.0000000   -4.1464944763e-07    2.6636588973e-22   -3.5076729277e-07   -6.2355201020e-22
 832.0000000   -1.4015065880e-07    6.9528973350e-22   -4.5312806221e-07   -6.3182381632e-22
 833.0000000    1.2330051558e-07    1.0196245052e-21   -5.5123805293e-07   -1.0957752047e-21
 834.0000000    3.6964578772e-07    8.2104138144e-23   -6.4054186175e-07   -3.9015783049e-22
 835.0000000    5.9382009182e-07    6.0294317682e-22   -7.1566347388e-07   -1.7891658156e-22
 836.0000000    7.9179863117e-07    8.6499120799e-22   -7.7065791405e-07    3.0965958595e-22
 837.0000000    9.6058707916e-07    7.9661096505e-22   -7.9949366940e-07    7.9939251385e-24
 838.0000000    1.0981623888e-06    8.7405808493e-22   -7.9670445819e-07    1.3348465576e-21
 839.0000000    1.2033789245e-06    2.2999538828e-22   -7.5810168057e-07    9.7390662047e-22
 840.0000000    1.2758579918e-06    2.2431215664e-22   -6.8141545165e-07    2.3190844539e-21
 841.0000000    1.3158768959e-06    6.3659181785e-22   -5.6673970856e-07    2.4287856476e-21
 842.0000000    1.3242682448e-06    3.6863336310e-22   -4.1669475814e-07    1.9687334787e-21
 843.0000000    1.3023349103e-06    3.3221075896e-22   -2.3628001487e-07    3.2888038764e-21
 844.0000000    1.2517835250e-06    3.4712585938e-22   -3.2455091791e-08    3.2255778740e-21
 845.0000000    1.1746795059e-06    1.0299367979e-22    1.8645912587e-07    2.9158375086e-21
 846.0000000    1.0734270564e-06   -8.8364538288e-23    4.1144123377e-07    3.5930431676e-21
 847.0000000    9.5077542895e-07   -5.7465626559e-23    6.3338013238e-07    3.6064202290e-21
 848.0000000    8.0984696737e-07   -1.3852286424e-22    8.4355844015e-07    5.3020015443e-21
 849.0000000    6.5417442165e-07   -4.7952241721e-23    1.0339790323e-06    4.8667817574e-21
